"236117_0_1_25293_60025-UNITS","236117_0_1_25293_60027-UNITS","236117_0_1_25293_60039-UNITS","236117_0_1_28000_58454-UNITS","236117_0_1_49900_27268-UNITS","236117_0_2_25293_60037-UNITS","236117_0_2_28000_24610-UNITS","236117_7_1_42365_22800-UNITS","236117_7_1_42365_22820-UNITS","236117_7_1_42365_22840-UNITS","236117_7_1_42365_26400-UNITS","236117_7_1_42365_26410-UNITS","236117_7_1_42365_26420-UNITS","236117_7_1_42365_26440-UNITS","236117_88_6_99998_59442-UNITS","236117_88_6_99998_59443-UNITS","236117_88_6_99998_59444-UNITS","236117_88_6_99998_59461-UNITS","236117_88_6_99998_59486-UNITS","236117_88_6_99998_59492-UNITS","236117_88_6_99998_59494-UNITS","236117_88_6_99998_59504-UNITS","236117_88_6_99998_59509-UNITS","236117_88_6_99998_59518-UNITS","236117_88_6_99998_59519-UNITS","236117_88_6_99998_59520-UNITS","236117_88_6_99998_59525-UNITS","236117_88_6_99998_59546-UNITS","236117_88_6_99998_59547-UNITS","236117_88_6_99998_59548-UNITS","236117_88_6_99998_59549-UNITS","236117_88_6_99998_59597-UNITS","236117_88_6_99998_59601-UNITS","236117_88_6_99998_59649-UNITS","236117_88_6_99998_59651-UNITS","236117_88_6_99998_59689-UNITS","236117_0_1_25293_60025-PR","236117_0_1_25293_60027-PR","236117_0_1_25293_60039-PR","236117_0_1_28000_58454-PR","236117_0_1_49900_27268-PR","236117_0_2_25293_60037-PR","236117_0_2_28000_24610-PR","236117_7_1_42365_22800-PR","236117_7_1_42365_22820-PR","236117_7_1_42365_22840-PR","236117_7_1_42365_26400-PR","236117_7_1_42365_26410-PR","236117_7_1_42365_26420-PR","236117_7_1_42365_26440-PR","236117_88_6_99998_59442-PR","236117_88_6_99998_59443-PR","236117_88_6_99998_59444-PR","236117_88_6_99998_59461-PR","236117_88_6_99998_59486-PR","236117_88_6_99998_59492-PR","236117_88_6_99998_59494-PR","236117_88_6_99998_59504-PR","236117_88_6_99998_59509-PR","236117_88_6_99998_59518-PR","236117_88_6_99998_59519-PR","236117_88_6_99998_59520-PR","236117_88_6_99998_59525-PR","236117_88_6_99998_59546-PR","236117_88_6_99998_59547-PR","236117_88_6_99998_59548-PR","236117_88_6_99998_59549-PR","236117_88_6_99998_59597-PR","236117_88_6_99998_59601-PR","236117_88_6_99998_59649-PR","236117_88_6_99998_59651-PR","236117_88_6_99998_59689-PR","236117_0_1_25293_60025-price","236117_0_1_25293_60027-price","236117_0_1_25293_60039-price","236117_0_1_28000_58454-price","236117_0_1_49900_27268-price","236117_0_2_25293_60037-price","236117_0_2_28000_24610-price","236117_7_1_42365_22800-price","236117_7_1_42365_22820-price","236117_7_1_42365_22840-price","236117_7_1_42365_26400-price","236117_7_1_42365_26410-price","236117_7_1_42365_26420-price","236117_7_1_42365_26440-price","236117_88_6_99998_59442-price","236117_88_6_99998_59443-price","236117_88_6_99998_59444-price","236117_88_6_99998_59461-price","236117_88_6_99998_59486-price","236117_88_6_99998_59492-price","236117_88_6_99998_59494-price","236117_88_6_99998_59504-price","236117_88_6_99998_59509-price","236117_88_6_99998_59518-price","236117_88_6_99998_59519-price","236117_88_6_99998_59520-price","236117_88_6_99998_59525-price","236117_88_6_99998_59546-price","236117_88_6_99998_59547-price","236117_88_6_99998_59548-price","236117_88_6_99998_59549-price","236117_88_6_99998_59597-price","236117_88_6_99998_59601-price","236117_88_6_99998_59649-price","236117_88_6_99998_59651-price","236117_88_6_99998_59689-price","236117_0_1_25293_60025-D1","236117_0_1_25293_60027-D1","236117_0_1_25293_60039-D1","236117_0_1_28000_58454-D1","236117_0_1_49900_27268-D1","236117_0_2_25293_60037-D1","236117_0_2_28000_24610-D1","236117_7_1_42365_22800-D1","236117_7_1_42365_22820-D1","236117_7_1_42365_22840-D1","236117_7_1_42365_26400-D1","236117_7_1_42365_26410-D1","236117_7_1_42365_26420-D1","236117_7_1_42365_26440-D1","236117_88_6_99998_59442-D1","236117_88_6_99998_59443-D1","236117_88_6_99998_59444-D1","236117_88_6_99998_59461-D1","236117_88_6_99998_59486-D1","236117_88_6_99998_59492-D1","236117_88_6_99998_59494-D1","236117_88_6_99998_59504-D1","236117_88_6_99998_59509-D1","236117_88_6_99998_59518-D1","236117_88_6_99998_59519-D1","236117_88_6_99998_59520-D1","236117_88_6_99998_59525-D1","236117_88_6_99998_59546-D1","236117_88_6_99998_59547-D1","236117_88_6_99998_59548-D1","236117_88_6_99998_59549-D1","236117_88_6_99998_59597-D1","236117_88_6_99998_59601-D1","236117_88_6_99998_59649-D1","236117_88_6_99998_59651-D1","236117_88_6_99998_59689-D1","236117_0_1_25293_60025-D2","236117_0_1_25293_60027-D2","236117_0_1_25293_60039-D2","236117_0_1_28000_58454-D2","236117_0_1_49900_27268-D2","236117_0_2_25293_60037-D2","236117_0_2_28000_24610-D2","236117_7_1_42365_22800-D2","236117_7_1_42365_22820-D2","236117_7_1_42365_22840-D2","236117_7_1_42365_26400-D2","236117_7_1_42365_26410-D2","236117_7_1_42365_26420-D2","236117_7_1_42365_26440-D2","236117_88_6_99998_59442-D2","236117_88_6_99998_59443-D2","236117_88_6_99998_59444-D2","236117_88_6_99998_59461-D2","236117_88_6_99998_59486-D2","236117_88_6_99998_59492-D2","236117_88_6_99998_59494-D2","236117_88_6_99998_59504-D2","236117_88_6_99998_59509-D2","236117_88_6_99998_59518-D2","236117_88_6_99998_59519-D2","236117_88_6_99998_59520-D2","236117_88_6_99998_59525-D2","236117_88_6_99998_59546-D2","236117_88_6_99998_59547-D2","236117_88_6_99998_59548-D2","236117_88_6_99998_59549-D2","236117_88_6_99998_59597-D2","236117_88_6_99998_59601-D2","236117_88_6_99998_59649-D2","236117_88_6_99998_59651-D2","236117_88_6_99998_59689-D2","236117_0_1_25293_60025-F1","236117_0_1_25293_60027-F1","236117_0_1_25293_60039-F1","236117_0_1_28000_58454-F1","236117_0_1_49900_27268-F1","236117_0_2_25293_60037-F1","236117_0_2_28000_24610-F1","236117_7_1_42365_22800-F1","236117_7_1_42365_22820-F1","236117_7_1_42365_22840-F1","236117_7_1_42365_26400-F1","236117_7_1_42365_26410-F1","236117_7_1_42365_26420-F1","236117_7_1_42365_26440-F1","236117_88_6_99998_59442-F1","236117_88_6_99998_59443-F1","236117_88_6_99998_59444-F1","236117_88_6_99998_59461-F1","236117_88_6_99998_59486-F1","236117_88_6_99998_59492-F1","236117_88_6_99998_59494-F1","236117_88_6_99998_59504-F1","236117_88_6_99998_59509-F1","236117_88_6_99998_59518-F1","236117_88_6_99998_59519-F1","236117_88_6_99998_59520-F1","236117_88_6_99998_59525-F1","236117_88_6_99998_59546-F1","236117_88_6_99998_59547-F1","236117_88_6_99998_59548-F1","236117_88_6_99998_59549-F1","236117_88_6_99998_59597-F1","236117_88_6_99998_59601-F1","236117_88_6_99998_59649-F1","236117_88_6_99998_59651-F1","236117_88_6_99998_59689-F1","236117_0_1_25293_60025-F2","236117_0_1_25293_60027-F2","236117_0_1_25293_60039-F2","236117_0_1_28000_58454-F2","236117_0_1_49900_27268-F2","236117_0_2_25293_60037-F2","236117_0_2_28000_24610-F2","236117_7_1_42365_22800-F2","236117_7_1_42365_22820-F2","236117_7_1_42365_22840-F2","236117_7_1_42365_26400-F2","236117_7_1_42365_26410-F2","236117_7_1_42365_26420-F2","236117_7_1_42365_26440-F2","236117_88_6_99998_59442-F2","236117_88_6_99998_59443-F2","236117_88_6_99998_59444-F2","236117_88_6_99998_59461-F2","236117_88_6_99998_59486-F2","236117_88_6_99998_59492-F2","236117_88_6_99998_59494-F2","236117_88_6_99998_59504-F2","236117_88_6_99998_59509-F2","236117_88_6_99998_59518-F2","236117_88_6_99998_59519-F2","236117_88_6_99998_59520-F2","236117_88_6_99998_59525-F2","236117_88_6_99998_59546-F2","236117_88_6_99998_59547-F2","236117_88_6_99998_59548-F2","236117_88_6_99998_59549-F2","236117_88_6_99998_59597-F2","236117_88_6_99998_59601-F2","236117_88_6_99998_59649-F2","236117_88_6_99998_59651-F2","236117_88_6_99998_59689-F2","236117_0_1_25293_60025-F3","236117_0_1_25293_60027-F3","236117_0_1_25293_60039-F3","236117_0_1_28000_58454-F3","236117_0_1_49900_27268-F3","236117_0_2_25293_60037-F3","236117_0_2_28000_24610-F3","236117_7_1_42365_22800-F3","236117_7_1_42365_22820-F3","236117_7_1_42365_22840-F3","236117_7_1_42365_26400-F3","236117_7_1_42365_26410-F3","236117_7_1_42365_26420-F3","236117_7_1_42365_26440-F3","236117_88_6_99998_59442-F3","236117_88_6_99998_59443-F3","236117_88_6_99998_59444-F3","236117_88_6_99998_59461-F3","236117_88_6_99998_59486-F3","236117_88_6_99998_59492-F3","236117_88_6_99998_59494-F3","236117_88_6_99998_59504-F3","236117_88_6_99998_59509-F3","236117_88_6_99998_59518-F3","236117_88_6_99998_59519-F3","236117_88_6_99998_59520-F3","236117_88_6_99998_59525-F3","236117_88_6_99998_59546-F3","236117_88_6_99998_59547-F3","236117_88_6_99998_59548-F3","236117_88_6_99998_59549-F3","236117_88_6_99998_59597-F3","236117_88_6_99998_59601-F3","236117_88_6_99998_59649-F3","236117_88_6_99998_59651-F3","236117_88_6_99998_59689-F3","236117_0_1_25293_60025-F4","236117_0_1_25293_60027-F4","236117_0_1_25293_60039-F4","236117_0_1_28000_58454-F4","236117_0_1_49900_27268-F4","236117_0_2_25293_60037-F4","236117_0_2_28000_24610-F4","236117_7_1_42365_22800-F4","236117_7_1_42365_22820-F4","236117_7_1_42365_22840-F4","236117_7_1_42365_26400-F4","236117_7_1_42365_26410-F4","236117_7_1_42365_26420-F4","236117_7_1_42365_26440-F4","236117_88_6_99998_59442-F4","236117_88_6_99998_59443-F4","236117_88_6_99998_59444-F4","236117_88_6_99998_59461-F4","236117_88_6_99998_59486-F4","236117_88_6_99998_59492-F4","236117_88_6_99998_59494-F4","236117_88_6_99998_59504-F4","236117_88_6_99998_59509-F4","236117_88_6_99998_59518-F4","236117_88_6_99998_59519-F4","236117_88_6_99998_59520-F4","236117_88_6_99998_59525-F4","236117_88_6_99998_59546-F4","236117_88_6_99998_59547-F4","236117_88_6_99998_59548-F4","236117_88_6_99998_59549-F4","236117_88_6_99998_59597-F4","236117_88_6_99998_59601-F4","236117_88_6_99998_59649-F4","236117_88_6_99998_59651-F4","236117_88_6_99998_59689-F4"
13,27,36,13,35,2,13,24,63,32,50,50,62,33,18,52,409,446,498,11,285,70,102,24,110,318,429,25,52,170,258,6,10,18,30,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.58,3.48,3.23,1.06,1.93,2.49,3.99,6.25,6.24,6.24,3.99,3.99,3.99,3.99,0.79,1.34,1.95029339853301,2.37834080717489,2.66036144578313,0.89,2.09,1.44,3.99,0.89,1.466,2.29660377358491,2.4,0.99,1.56,2.38305882352941,3.1165503875969,1.49,4.49,0.79,2.12,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,34,47,5,15,11.6378205128205,7,28,83,36,51,56,68,53,18,53,437,576,612,25,326,61,131,19,78,319,544,25,73,164,226,11,16,27,23,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.59,3.07,3.02,1.79,1.99,2.48667407592408,3.99,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.05773455377574,2.44319444444444,2.81450980392157,0.89,2.09,1.49,3.99,0.89,1.50974358974359,2.34830721003135,2.37,0.99,1.59,2.40707317073171,2.92938053097345,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,31,36,20,28,11.6378205128205,19,37,87,40,44,42,62,32,18,91,464,563,637,19,292,69,135,28,76,369,445,14,82,193,335,14,9,27,30,15,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.59,3.34,3.26,1.24,1.99,2.48667407592408,3.36,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.16629310344828,2.45364120781528,3.02569858712716,0.89,2.29,1.49,4.24,0.89,1.51210526315789,2.44918699186992,2.65,0.99,1.59,2.57937823834197,3.05746268656716,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,28,20,35,11.6378205128205,29,21,55,39,41,41,74,31,26,89,451,567,598,23,332,60,139,24,97,362,506,14,77,189,260,12,10,24,32,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2.59,4.19,4.19,1,1.99,2.48667407592408,3,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.25842572062084,2.77518518518518,3.35754180602007,0.89,2.44,1.49,4.59,0.89,1.53690721649485,2.55792817679558,2.86,0.99,1.59,2.69851851851852,3.52711538461538,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,24,21,4,32,11.6378205128205,27,27,57,44,37,41,80,31,24,70,409,548,627,19,312,84,136,19,81,361,534,38,70,161,241,25,12,15,27,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2.59,4.19,4.19,1.79,1.99,2.48667407592408,3.37,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.17513447432763,2.7770802919708,3.32078149920255,0.89,2.39,1.49,4.59,0.89,1.52456790123457,2.54163434903047,2.95,0.99,1.59,2.60683229813665,3.48232365145228,0.97,4.49,0.79,2.29,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,13,5,32,3,13,34,52,34,53,42,78,44,11,75,421,569,596,11,294,61,128,26,69,342,497,27,82,173,255,29,13,26,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2.59,4.19,4.19,1.79,1.99,2.59,3.99,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.12586698337292,2.77597539543058,3.3273322147651,0.89,2.39,1.49,4.59,0.89,1.5363768115942,2.5122514619883,2.91,0.99,1.59,2.5607514450867,3.46513725490196,0.8,4.49,0.79,2.29,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,26,17,4,44,4,20,28,65,34,55,48,53,27,27,90,496,573,645,12,333,67,121,30,89,378,509,20,80,148,263,36,10,22,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2.59,4.19,4.19,1.79,1.99,2.59,3.99,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.21774193548387,2.70780104712042,3.33742635658915,0.89,2.42,1.49,4.59,0.89,1.49449438202247,2.51457671957672,2.94,0.99,1.59,2.6397972972973,3.5580608365019,0.82,4.49,0.79,2.29,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,32,20,15,28,5,23,30,51,45,77,66,122,50,19,85,419,552,607,16,337,79,135,21,85,355,510,24,73,146,276,14,12,29,31,24,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1.76,4.19,4.19,1,1.99,2.37,3.99,6.29,6.29,6.29,3.44,3.5,3.35,3.36,0.79,1.39,2.42231503579952,2.87021739130435,3.49812191103789,0.89,2.58,1.49,4.68,0.89,1.54176470588235,2.68169014084507,2.98,0.99,1.59,2.78869863013699,3.6,0.9,4.49,0.79,2.29,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,30,16,30,29,15,20,23,48,29,67,74,130,63,25,99,428,588,560,38,308,65,122,37,60,319,498,15,66,154,264,4,14,23,30,9,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.54,4.19,4.19,1,1.99,1.64,3.99,6.29,6.29,6.29,3.02,3.03,3,3.03,0.79,1.39,2.47855140186916,2.74455782312925,3.3265,0.89,2.59,1.49,4.69,0.89,1.52333333333333,2.71100313479624,2.8,0.99,1.59,2.80103896103896,3.61844696969697,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,14,20,20,33,18,12,21,42,29,58,67,127,55,26,79,421,493,563,8,304,83,137,17,90,284,469,50,72,136,252,11,12,38,6,9,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.68,4.19,4.19,1.16,1.99,1.86,3.99,6.29,6.29,6.29,3.46,3.49,3.39,3.38,0.79,1.39,2.4170783847981,2.87006085192698,3.32705150976909,0.89,2.59,1.49,4.69,0.89,1.54777777777778,2.71746478873239,2.8,0.99,1.59,2.91720588235294,3.60626984126984,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,16,27,6,28,3,24,13,67,40,48,63,78,39,33,73,410,560,578,21,270,72,127,28,96,315,473,30,52,155,255,11,7,24,31,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.59,3.91,4,1.79,1.99,2.59,3.99,6.29,6.29,6.29,3.99,3.99,3.99,3.99,0.79,1.39,2.51219512195122,2.84258928571429,3.51844290657439,0.89,2.59,1.49,4.69,0.89,1.51708333333333,2.78333333333333,3.02,0.99,1.59,2.85838709677419,3.55607843137255,1.49,4.49,0.79,2.29,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
